username;country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;salary;mortgage;others
ebewshawlu;Latvia;24/11/1978;Public;Bachelors;Married; Female;28,5;2108;1783;false;Iphone, Volkswagen
akofaxlv;France;17/10/1981;Private;Doctorate;Married; Male;33,5;2908;2229;false;iPhone, BMW
ddevorilllw;France;14/09/1982;Private;Bachelors;Married; Female;34,5;2236;1440;true;Others, Others
rpittlelx;Belgium;19/04/1972;Self Employed;Masters;Divorced; Female;32;2758;3292;true;iPhone, Honda
cottonly;Denmark;01/08/1997;Self Employed;Doctorate;Married; Male;19,5;986;901;false;iPhone, Ford
rrippinglz;Malta;22/05/1971;Public;Bachelors;Married; Male;33,5;2905;3478;true;iPhone, Others
jllewellenm0;Germany;22/03/1991;Unknown;High School;Never Married; Female;30;2022;1982;true;Others, Others
mfontellm1;Romania;29/06/1988;Self Employed;High School;Married; Female;30;3017;2353;false;iPhone, Others
gbookm2;Greece;01/10/1973;Public;Bachelors;Married; Male;15;2802;3125;true;Samsung, Others
slethibridgem3;Romania;28/11/1998;Private;High School;Never Married; Male;29,5;1371;1418;false;Samsung, Others
sstaveleym4;Netherlands;24/08/1995;Public;Bachelors;Divorced; Male;28,5;1172;950;true;Others, Others
lfeatherstonem5;Romania;17/11/1996;Unknown;High School;Divorced; Male;22;1072;1146;false;Samsung, Non
kshewardm6;France;03/02/1965;Private;Bachelors;Married; Male;28,5;2622;2432;false;iPhone, Others
wbelleem7;Italy;15/02/1973;Unknown;Bachelors;Married; Female;19,5;2179;1603;false;iPhone, Seat
ashearsbym8;Germany;28/10/1992;Unknown;Masters;Divorced; Male;28;1565;1475;false;Others, Ford
wsewardsm9;France;26/10/1980;Unknown;Bachelors;Divorced; Female;27;2777;3191;false;iPhone, Non
elinsterma;Netherlands;27/06/1992;Unknown;Bachelors;Separated; Female;32;1216;1254;false;iPhone, Others
ekilpinmb;Romania;26/10/1988;Private;Bachelors;Never Married; Male;20,5;2788;2415;false;iPhone, Others
ccrightenmc;Germany;12/04/1965;Private;Bachelors;Married; Male;22;2367;1598;true;iPhone, Ford
hdeathmd;Slovenia;25/08/1981;Self Employed;Bachelors;Married; Male;30,5;2381;2622;true;iPhone, Audi
twiddowsme;Latvia;13/10/1962;Private;Bachelors;Married; Male;7,5;2093;2887;false;Others, BMW
wbamfieldmf;Netherlands;30/06/1961;Public;Bachelors;Married; Male;31,5;2232;1546;false;iPhone, Others
vmcilraithmg;Italy;27/07/1993;Unknown;Bachelors;Divorced; Male;26;1010;1416;true;Samsung, BMW
hrapkinsmh;Italy;03/06/1973;Public;Bachelors;Divorced; Male;22;3003;2003;false;iPhone, Honda
tluffmanmi;Italy;19/03/1994;Unknown;Masters;Married; Male;22,5;1128;1216;true;iPhone, Ford
nkatzmannmj;Cyprus;03/02/1971;Public;High School;Separated; Male;31;2657;3043;true;Samsung, Others
kbedburymk;Germany;10/05/1966;Self Employed;High School;Never Married; Male;40;2358;3144;false;Others, Others
britchleyml;Poland;05/08/1989;Private;Bachelors;Married; Female;35,5;2874;3380;false;Others, Volkswagen
selwardmm;Germany;25/03/1986;Self Employed;Bachelors;Married; Male;39,5;2792;1705;false;Samsung, Seat
shoodspethmn;Greece;22/01/1966;Public;Bachelors;Married; Male;35,5;2579;2753;false;Samsung, Others
dmcgarrymo;Spain;08/06/1991;Self Employed;High School;Married; Male;14;2032;2889;false;iPhone, Audi
lmaplestonemp;Spain;15/11/1972;Public;Bachelors;Divorced; Female;36;2997;1529;true;iPhone, Others
mwindrammq;Italy;09/01/1992;Self Employed;Bachelors;Divorced; Male;11,5;1927;1700;false;Others, Others
acazinmr;France;12/10/1969;Unknown;Bachelors;Divorced; Male;27,5;2667;1448;false;iPhone, Non
ngrinvaldsms;Belgium;22/03/1960;Private;Masters;Never Married; Male;37;2937;1738;false;Samsung, Volkswagen
aheavisidemt;Italy;22/02/1962;Private;Masters;Married; Male;32;2995;2768;false;Iphone, BMW
medelheitmu;Spain;21/08/1966;Private;High School;Divorced; Male;29,5;2655;3452;true;Samsung, Others
pcurmemv;Romania;03/03/1963;Unknown;High School;Married; Male;18;2633;2094;true;Others, Volkswagen
broycraftmw;Spain;30/06/1983;Private;High School;Married; Male;9;2793;2859;true;Samsung, Non
lvaneschimx;Germany;17/10/1992;Self Employed;Doctorate;Never Married; Male;31,5;805;1004;true;Others, Others
whabronmy;Italy;19/06/1985;Private;High School;Married; Female;29;2128;1661;false;Others, Non
inouchmz;Bulgaria;01/05/1994;Self Employed;Bachelors;Never Married; Female;31;1537;1291;false;Iphone, Others
nlippittn0;Austria;15/01/1991;Private;Bachelors;Divorced; Female;37;2063;3320;true;Samsung, Honda
pwaudbyn1;Spain;08/07/1960;Unknown;Masters;Married; Female;22,5;2399;2118;true;Iphone, Others
bgregann2;Belgium;30/11/1977;Private;Bachelors;Married; Male;31,5;2202;2761;false;Samsung, Others
amayten3;Bulgaria;15/11/1991;Public;Bachelors;Married; Female;21;2341;1517;true;iPhone, Audi
ddightn4;Poland;09/10/1974;Unknown;Bachelors;Married; Male;36;3020;3460;false;Samsung, Non
fcarnewn5;Germany;01/10/1962;Public;High School;Married; Female;26,5;2007;1700;false;iPhone, Others
lburchnalln6;Netherlands;15/10/1974;Public;Bachelors;Married; Male;25,5;3042;1914;false;Others, Others
tchasmoorn7;Romania;11/04/1961;Public;Masters;Separated; Female;38;2072;3215;true;Samsung, Others
deglen8;Sweden;18/10/1962;Private;Doctorate;Married; Male;33,5;5545;3064;false;iPhone, Honda
vmoutrayreadn9;Poland;03/03/1986;Self Employed;Bachelors;Never Married; Male;21;2049;2630;false;Samsung, BMW
bchaineyna;Croatia;11/10/1964;Self Employed;High School;Married; Male;19,5;2968;2372;true;Samsung, Seat
acoennb;Italy;06/03/1982;Self Employed;High School;Married; Male;36,5;2771;2348;false;iPhone, Others
eriddnc;Spain;05/10/1981;Private;Bachelors;Never Married; Male;31;2323;2418;false;iPhone, Honda
cpakesnd;Portugal;10/09/1971;Private;Doctorate;Married; Male;24;2403;2412;false;Samsung, Others
tdeboickne;Germany;08/07/1966;Private;Bachelors;Married; Female;39,5;2420;3395;true;Iphone, Others
kkemetznf;Spain;31/12/1994;Private;Bachelors;Separated; Male;24;1474;1244;true;iPhone, BMW
dlenoirng;Germany;08/05/1985;Private;High School;Married; Male;38,5;2233;3249;true;Samsung, Honda
pfaransnh;Poland;12/07/1980;Self Employed;Doctorate;Married; Male;20;2172;1570;false;Iphone, Honda
cstanionni;Poland;21/06/1967;Private;Masters;Married; Female;26,5;2180;2952;false;iPhone, Audi
npastornj;Italy;30/10/1960;Self Employed;High School;Married; Female;22,5;2237;1670;true;Samsung, Others
fpiddletownnk;Germany;24/09/1962;Public;Doctorate;Married; Female;35;2233;1467;true;Samsung, Non
nbrothwellnl;Germany;10/11/1967;Unknown;High School;Married; Male;17;2268;1707;false;iPhone, Others
bwainernm;Poland;13/06/1971;Self Employed;High School;Separated; Male;30,5;2780;2599;false;iPhone, BMW
mtibbitsnn;Italy;07/11/1965;Private;Bachelors;Divorced; Male;28;2450;1735;false;Others, Audi
hmyringno;Croatia;02/01/1984;Unknown;Masters;Married; Male;25,5;2130;3281;false;Samsung, Non
dlukesnp;Germany;25/01/1991;Self Employed;Doctorate;Married; Male;17;2145;3335;true;Samsung, Audi
hlaphornnq;Netherlands;15/04/1998;Private;Bachelors;Divorced; Male;12,5;1211;1347;false;Samsung, Ford
creglernr;Portugal;23/06/1991;Private;Masters;Married; Female;21,5;2430;1510;true;iPhone, Non
kbeedlens;Spain;30/09/1995;Public;Masters;Married; Female;20,5;1754;1591;false;iPhone, Non
rbuggynt;Spain;26/10/1973;Private;Bachelors;Married; Female;34;2857;1991;false;Iphone, Audi
beastnu;France;01/04/1999;Private;High School;Married; Male;6;853;1181;false;iPhone, Others
nfarrernv;Italy;04/06/1972;Private;Bachelors;Married; Female;18,5;2874;3365;false;Iphone, Non
rblythnw;France;20/10/1963;Public;Doctorate;Married; Male;29,5;2613;2017;false;iPhone, Others
daddionisionx;France;26/01/1998;Unknown;Bachelors;Married; Male;20,5;1040;1249;false;Others, Honda
tdarthny;Malta;28/02/1998;Private;Doctorate;Divorced; Male;18,5;1814;1303;false;Samsung, Honda
lbrettellnz;Romania;25/11/1965;Self Employed;High School;Married; Male;19,5;2640;3306;true;Others, Non
mdabneyo0;Spain;28/05/1965;Private;Bachelors;Married; Male;36,5;2816;1787;false;Iphone, Others
jsilbermanno1;Sweden;12/07/1965;Unknown;Bachelors;Married; Female;24;4755;1510;false;Iphone, Non
epearcehouseo2;Slovakia;26/09/1964;Self Employed;Bachelors;Separated; Male;15,5;2675;1674;false;iPhone, Audi
hmorfetto3;Germany;22/08/1967;Public;Masters;Married; Female;30,5;2481;1693;false;Samsung, Ford
ipoizero4;Cyprus;19/01/1984;Public;Bachelors;Married; Male;28;2501;2820;false;iPhone, Audi
kbatsfordo5;Spain;02/11/1995;Private;High School;Married; Male;18;841;1653;false;Samsung, Seat
sareleso6;Latvia;21/05/1972;Unknown;Bachelors;Never Married; Male;8,5;2487;2640;false;iPhone, Non
celsegoodo7;Spain;17/09/1975;Private;High School;Separated; Male;37;2011;3106;false;Samsung, Volkswagen
fdrieuo8;Italy;22/07/1960;Unknown;Bachelors;Married; Male;16,5;2600;1919;true;Iphone, Others
roiliero9;Germany;12/10/1965;Public;Bachelors;Married; Male;29,5;2643;2883;true;iPhone, BMW
ihawtinoa;Slovenia;02/12/1976;Private;Bachelors;Married; Male;21;2066;2106;false;iPhone, Honda
lsquibbob;France;23/11/1982;Private;Bachelors;Married; Male;34;2616;2169;true;iPhone, BMW
agoareoc;Bulgaria;12/02/1972;Public;High School;Married; Male;17;2704;1609;true;iPhone, Audi
aboyseod;Spain;17/10/1996;Private;Bachelors;Married; Male;15;1319;1035;false;Samsung, Audi
squaltrooe;France;30/06/1960;Private;Bachelors;Married; Male;19,5;2744;2272;false;Others, Others
ckeenorof;Estonia;07/02/1994;Unknown;Bachelors;Married; Female;30,5;1131;987;true;Iphone, Ford
yredihoughog;Germany;26/08/1975;Public;Bachelors;Divorced; Male;27,5;2117;1429;true;Samsung, Seat
htuppoh;Spain;21/04/1996;Public;Masters;Never Married; Male;25,5;1760;1484;true;Iphone, Honda
rfiddyoi;Italy;01/08/1973;Self Employed;Masters;Never Married; Female;30;2071;3167;false;Iphone, Others
akingslandoj;Latvia;26/09/1982;Private;Bachelors;Divorced; Male;18;2826;2517;false;iPhone, Volkswagen
pwinfieldok;Germany;17/06/1979;Self Employed;High School;Married; Male;39,5;2488;2450;true;Samsung, Seat
estaresol;Spain;02/11/1978;Self Employed;Bachelors;Married; Female;24;2280;2484;true;Samsung, Seat
cpepallom;France;18/08/1972;Public;Bachelors;Married; Female;25;2659;3013;false;Samsung, BMW
cricardeon;Germany;08/06/1974;Unknown;Bachelors;Divorced; Male;21,5;2492;3294;false;iPhone, Volkswagen
mcastellinioo;Netherlands;07/01/1977;Private;Bachelors;Married; Male;26;2747;2548;false;iPhone, Honda
pdoutchop;Estonia;06/10/1987;Unknown;Bachelors;Married; Female;21;2083;2543;false;Others, Others
bdateoq;France;29/05/1996;Self Employed;Masters;Married; Male;23,5;1866;968;false;Samsung, Ford
rpiattior;Italy;16/08/1968;Public;Bachelors;Married; Female;29,5;2038;2354;false;iPhone, Others
cstangoos;Ireland;12/02/1987;Unknown;Bachelors;Married; Male;20,5;2397;1858;false;iPhone, Volkswagen
lpendreot;Germany;17/04/1986;Public;High School;Married; Male;17,5;2925;1585;false;iPhone, Honda
eharversonou;France;28/02/1978;Unknown;Bachelors;Married; Male;9,5;2389;2507;false;iPhone, Seat
ffurmongerov;Germany;21/06/1963;Self Employed;Doctorate;Married; Male;35;2225;3352;true;iPhone, BMW
theskinow;Germany;22/01/1973;Self Employed;High School;Married; Male;18;2185;2971;true;iPhone, Others
ocuruclisox;Estonia;12/12/1984;Self Employed;Masters;Married; Male;18,5;2233;2699;false;iPhone, Others
fsimonianoy;Czech Republic;19/11/1965;Public;Bachelors;Married; Male;20;2111;2645;false;Iphone, Others
letheredgeoz;Malta;24/03/1962;Self Employed;High School;Married; Male;39,5;2496;2813;true;Samsung, Others
ppullenp0;Spain;11/01/1992;Private;Bachelors;Married; Male;37;1288;1509;false;iPhone, Others
hhosierp1;Hungary;17/05/1984;Self Employed;Masters;Married; Female;23;2271;2732;false;Others, Ford
bubeep2;Romania;11/06/1977;Private;Doctorate;Separated; Male;24,5;2591;3051;false;iPhone, BMW
smullearyp3;France;13/06/1991;Public;High School;Divorced; Female;24,5;2899;1582;true;iPhone, Non
mramesp4;France;19/11/1976;Private;High School;Divorced; Male;38,5;2167;3147;false;Others, Audi
cgwatkinp5;France;18/02/1991;Self Employed;High School;Married; Male;30,5;2053;1730;false;Iphone, Non
agiovannettip6;Poland;04/05/1981;Private;Bachelors;Married; Female;36,5;2425;2833;true;iPhone, Seat
glidierthp7;Italy;20/04/1969;Self Employed;High School;Never Married; Female;20;2676;1596;false;iPhone, Others
jbretellep8;Italy;05/07/1995;Unknown;Bachelors;Married; Male;26;1346;1311;false;Samsung, Honda
wstartep9;Poland;02/04/1984;Self Employed;Bachelors;Separated; Male;30;2348;1442;false;Iphone, Non
mhardwaypa;Denmark;07/08/1967;Private;Bachelors;Married; Male;27;2053;2362;false;Samsung, Others
ksimmondspb;Poland;14/02/1966;Public;Doctorate;Married; Male;25;3045;2261;true;Samsung, Others
cmalpaspc;Germany;30/05/1982;Private;Masters;Married; Male;34;2884;3038;false;Samsung, Ford
cduplantierpd;Belgium;04/04/1974;Unknown;Masters;Married; Male;20;2184;2759;true;Samsung, Others
mmcmeekanpe;Czech Republic;11/07/1976;Public;Masters;Married; Male;33;2577;2372;true;Samsung, BMW
pwrattenpf;Germany;11/03/1990;Unknown;Bachelors;Never Married; Male;17;2562;1974;true;iPhone, Non
hricciardipg;Denmark;08/06/1972;Self Employed;Bachelors;Married; Male;5;2469;2990;false;Samsung, Others
roffellph;Spain;23/06/1996;Private;Bachelors;Married; Male;36;1280;1583;false;iPhone, Others
rconkiepi;Poland;05/06/1966;Unknown;Bachelors;Divorced; Male;19;2372;1503;true;Samsung, Non
dfolominpj;Denmark;29/06/1987;Unknown;High School;Married; Female;22;2240;3002;true;iPhone, Volkswagen
erobartpk;Estonia;21/01/1981;Public;Masters;Married; Female;28;2118;1705;true;Samsung, Ford
nhoutbiepl;France;04/02/1989;Unknown;High School;Married; Male;24;2851;2116;false;iPhone, Non
bthorpm;Slovenia;23/07/1985;Private;Bachelors;Married; Male;21,5;2964;1873;true;Samsung, Others
cbonsonpn;Germany;16/01/1966;Public;High School;Never Married; Female;30;2536;2582;false;Samsung, Seat
dweypo;Germany;03/01/1961;Self Employed;Bachelors;Married; Female;23;2363;2296;true;Iphone, Others
bbezarrapp;Netherlands;18/09/1965;Public;Bachelors;Married; Male;39;2343;2734;true;Samsung, Seat
jgarrochpq;Cyprus;08/12/1994;Private;High School;Married; Male;11,5;1367;1677;true;Iphone, Audi
slampelpr;Greece;02/04/1971;Unknown;High School;Married; Male;16,5;2201;2513;true;iPhone, Others
ncawleyps;Poland;26/04/1972;Private;Bachelors;Married; Male;21,5;2034;2114;true;iPhone, Others
mrowdenpt;Romania;27/07/1971;Public;Bachelors;Married; Male;5;2138;1800;true;Samsung, Others
lhenrichsenpu;Poland;14/07/1977;Self Employed;Bachelors;Married; Male;38,5;2355;1565;true;iPhone, Others
lgleavepv;Italy;17/04/1973;Private;Doctorate;Married; Female;22;2286;3231;true;iPhone, Honda
bparkenpw;Germany;18/12/1970;Unknown;Masters;Separated; Female;23,5;2681;2435;true;iPhone, Others
fpeytonpx;Romania;29/01/1970;Self Employed;Bachelors;Separated; Female;31;2321;1541;true;Others, Non
tbalmepy;Hungary;30/05/1964;Unknown;Bachelors;Married; Male;33;2989;1611;true;iPhone, Volkswagen
atrowlpz;Germany;19/04/1985;Public;Bachelors;Separated; Male;18,5;2951;2897;false;Iphone, Others
tbudgeonq0;Hungary;10/12/1988;Unknown;Doctorate;Never Married; Male;17,5;2545;3077;true;Others, Volkswagen
gfianderq1;Spain;17/07/1980;Unknown;Bachelors;Married; Female;23;2516;1576;true;Samsung, Others
cmoresideq2;Germany;31/12/1997;Self Employed;Bachelors;Separated; Male;16,5;1926;1537;false;Iphone, Honda
ablunkettq3;Hungary;23/10/1970;Self Employed;Doctorate;Married; Female;30,5;2398;1661;false;Samsung, Non
gsoaperq4;Poland;10/06/1967;Self Employed;Bachelors;Married; Male;36,5;3051;3347;true;iPhone, Non
erugieroq5;Germany;16/06/1998;Public;High School;Married; Male;25;1415;1083;false;Samsung, Seat
lmaccurleyq6;Germany;06/02/1992;Unknown;Bachelors;Married; Female;22,5;1311;1101;false;iPhone, Others
mlambertsonq7;Belgium;12/10/1967;Self Employed;Masters;Divorced; Female;19;2433;2467;false;Iphone, Others
tfoxtonq8;Poland;02/02/1967;Public;Bachelors;Never Married; Female;24,5;2941;1778;false;iPhone, Seat
jswyreq9;Germany;25/12/1998;Unknown;High School;Divorced; Male;24;874;1466;false;Others, Others
samburgyqa;Hungary;09/12/1998;Unknown;High School;Married; Female;39,5;1929;993;false;Others, Non
dbreachqb;Germany;17/05/1992;Self Employed;Masters;Married; Female;34;1731;1680;false;Samsung, Others
cbatchqc;Italy;22/02/1974;Private;Bachelors;Never Married; Male;21;2191;2976;true;Iphone, Honda
apratleyqd;Bulgaria;11/07/1963;Unknown;Bachelors;Married; Male;29,5;2970;3429;true;iPhone, Seat
adurnanqe;Austria;01/09/1973;Public;Bachelors;Married; Male;21,5;2849;1656;false;Samsung, Others
dtabourinqf;Spain;20/02/1998;Self Employed;High School;Married; Male;5,5;1191;1454;false;Others, Honda
jdysartqg;Poland;25/10/1989;Unknown;Masters;Separated; Male;40;2681;3276;false;Samsung, Others
hferrierqh;Poland;30/03/1968;Private;Bachelors;Divorced; Male;24,5;2622;3487;true;Others, Honda
ctolomioqi;Portugal;13/06/1988;Unknown;High School;Married; Male;33;2027;1488;true;Iphone, Others
epuntonqj;Czech Republic;16/03/1969;Unknown;Masters;Divorced; Male;35;2439;1712;true;iPhone, Others
jmoralisqk;Germany;15/06/1980;Self Employed;High School;Married; Male;26,5;2821;1992;true;Samsung, Non
crickertsenql;Portugal;22/06/1969;Private;Bachelors;Married; Female;31;2166;2537;false;iPhone, Others
gpardonqm;Estonia;18/11/1994;Private;High School;Married; Female;37,5;1337;1058;true;iPhone, Others
ntollqn;France;06/08/1966;Self Employed;Bachelors;Married; Male;29;2519;1748;true;Iphone, Seat
callewayqo;Bulgaria;29/09/1977;Private;Bachelors;Married; Male;36;2056;1597;false;Others, Others
dfardoqp;Spain;28/09/1981;Self Employed;Bachelors;Married; Male;21;3017;2603;false;iPhone, Others
shaskellqq;Lithuania;28/02/1987;Self Employed;Bachelors;Never Married; Male;28;3014;1409;false;Samsung, Ford
mbensleyqr;Hungary;19/05/1983;Self Employed;Masters;Married; Male;24,5;2716;1764;true;iPhone, Others
hdownsqs;Spain;24/10/1988;Unknown;Bachelors;Married; Male;16,5;3047;2701;false;iPhone, Seat
rccominiqt;France;22/01/1989;Private;Bachelors;Married; Female;20,5;2789;2604;false;iPhone, Non
ymokesqu;Austria;02/02/1988;Self Employed;Doctorate;Married; Male;31;2882;2837;false;iPhone, Volkswagen
rmcclintockqv;Romania;25/05/1965;Unknown;Bachelors;Married; Female;31;2981;2134;true;Others, Ford
rayshqw;Poland;30/08/1995;Public;Bachelors;Married; Male;29,5;1236;1081;true;Samsung, Non
kpiersonqx;Spain;31/03/1996;Public;Bachelors;Divorced; Male;23;850;1444;true;Samsung, Honda
fvenardqy;Poland;18/11/1974;Self Employed;High School;Married; Male;34,5;2984;1426;true;Iphone, Others
okettsqz;Portugal;22/05/1996;Private;Bachelors;Married; Male;20,5;1785;1134;false;iPhone, Others
tkenfordr0;Greece;02/01/1982;Private;Bachelors;Never Married; Male;16,5;2689;1628;true;iPhone, Seat
bhurleyr1;Germany;25/02/1994;Self Employed;Bachelors;Divorced; Male;28,5;1813;1131;false;iPhone, Others
bgoodswenr2;Finland;15/05/1964;Private;Doctorate;Never Married; Male;25;2059;3423;true;Others, BMW
beasomr3;Netherlands;24/04/1984;Self Employed;High School;Separated; Male;22,5;2693;2583;false;Iphone, Others
cwattamr4;Germany;06/02/1962;Private;Bachelors;Divorced; Male;38;2083;2591;true;iPhone, Seat
vmaccoler5;France;09/05/1973;Self Employed;Bachelors;Married; Female;31,5;2494;1449;true;Samsung, BMW
ariolfor6;Lithuania;08/05/1996;Public;Bachelors;Never Married; Male;33,5;1105;1171;false;Samsung, Others
