username;country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;income;mortgage;others
hparresp;France;02/10/1983;Self Employed;Bachelors;Never Married; Female;21;49394;5985;false;Others, Others
pdelchecoloq;Germany;8/15/1981;Self Employed;Bachelors;Separated; Male;38,5;5664;1510;true;iPhone, Others
mstruttmanr;Portugal;11/23/1986;Unknown;Bachelors;Divorced; Male;38,5;4972;1385;false;Samsung, Honda
iverbeeks;Italy;01/09/1972;Private;Doctorate;Divorced; Male;28,5;8861;971;false;iPhone, Others
agutowskat;Germany;7/24/1977;Unknown;Doctorate;Married; Male;32;4189;1461;false;iPhone, Others
cghidoliu;Portugal;12/11/1970;Self Employed;Bachelors;Married; Female;35,5;48519;3042;true;iPhone, Others
gtreasadenv;Italy;03/11/1984;Unknown;Bachelors;Divorced; Female;35;9086;1115;true;iPhone, Honda
jmellhuishw;Italy;4/23/1986;Self Employed;Bachelors;Married; Male;31;9270;1519;false;Samsung, Others
lmcffadenx;Spain;2/16/1976;Private;Bachelors;Separated; Male;30,5;8145;1649;false;iPhone, Audi
praddenburyy;Spain;12/15/1981;Private;Bachelors;Married; Male;22,5;22780;2134;false;Samsung, Seat
sharriez;Germany;01/09/1989;Unknown;Masters;Married; Female;5,5;6515;472;false;Others, Others
cbeekmann10;Spain;10/27/1984;Self Employed;Bachelors;Married; Female;27;29243;2003;true;iPhone, Others
tdreelan11;Portugal;01/07/1990;Self Employed;High School;Married; Male;19;5527;1373;false;iPhone, Seat
pjanca12;Spain;09/01/1990;Private;High School;Married; Male;33;31876;4949;true;iPhone, Honda
aiannazzi13;France;8/24/1970;Unknown;High School;Married; Male;29,5;6475;918;false;iPhone, Honda
atanton14;France;9/16/1990;Private;Bachelors;Married; Male;33,5;5571;638;false;Samsung, BMW
bmaffioni15;Portugal;10/06/1988;Unknown;Bachelors;Married; Female;30,5;3163;1570;true;Samsung, Honda
lkirkebye16;Spain;9/15/1979;Unknown;Doctorate;Divorced; Male;20;7334;1346;true;Others, Non
vfeechum17;Germany;4/24/1986;Private;Bachelors;Never Married; Male;29;11334;1428;false;iPhone, Non
rwalisiak18;Spain;12/09/1985;Public;Doctorate;Married; Male;33;53461;3743;true;Others, Others
drubbert19;Spain;8/30/1971;Private;Bachelors;Married; Male;33,5;9197;1902;false;iPhone, BMW
gmaeer1a;Germany;09/04/1987;Public;Bachelors;Married; Male;25;5207;1200;false;Samsung, Audi
gmullin1b;Spain;02/12/1990;Public;Bachelors;Married; Male;39;8745;1859;false;iPhone, Others
cblazeby1c;Spain;10/08/1977;Public;Bachelors;Married; Male;30,5;60459;6617;true;iPhone, BMW
jstenyng1d;Spain;08/07/1986;Self Employed;Bachelors;Married; Female;38,5;3640;986;false;Samsung, Audi
lrisdale1e;Germany;06/01/1972;Private;High School;Married; Female;38,5;50347;6691;false;Samsung, BMW
mfeben1f;Germany;07/07/1983;Public;Doctorate;Separated; Male;33;3330;968;true;iPhone, Others
sauguste1g;Portugal;02/05/1977;Public;High School;Married; Male;18,5;8478;782;true;iPhone, Volkswagen
jmcisaac1h;Italy;7/30/1982;Public;High School;Separated; Male;21;8657;1479;true;iPhone, Honda
gcurtiss1i;Germany;05/01/1990;Private;Bachelors;Never Married; Female;29;8154;1931;false;iPhone, Others
hgerlack1j;Spain;12/23/1988;Unknown;Doctorate;Never Married; Male;32;8143;1104;false;Samsung, Non
dmeechan1k;Portugal;7/22/1983;Public;High School;Married; Male;28,5;4302;1740;false;Samsung, Audi
egrewes1l;France;04/08/1970;Self Employed;Bachelors;Separated; Male;34;4136;1794;true;Samsung, Audi
abirchner1m;France;1/29/1980;Self Employed;Doctorate;Married; Male;20;7086;1964;true;iPhone, Non
fsoggee1n;Portugal;7/22/1984;Self Employed;Bachelors;Married; Female;23;4158;741;false;iPhone, Others
dtucknott1o;Germany;5/21/1976;Unknown;High School;Married; Female;17,5;9353;1619;true;iPhone, Others
scush1p;Germany;10/16/1973;Self Employed;Bachelors;Married; Male;32,5;6783;1722;true;iPhone, Honda
clowde1q;Germany;11/12/1972;Self Employed;High School;Married; Female;13,5;4234;474;false;iPhone, Others
msolman1r;Germany;1/30/1988;Unknown;High School;Married; Male;35;5216;1542;true;Iphone, BMW
abyrcher1s;Germany;01/11/1972;Self Employed;Bachelors;Married; Female;39;4230;1307;false;iPhone, BMW
cgammade1t;Spain;1/31/1974;Public;Masters;Married; Female;31;26967;4883;true;iPhone, Audi
zducket1u;France;10/31/1970;Self Employed;Bachelors;Separated; Male;26;4739;924;true;Samsung, Non
bhourihan1v;Italy;05/08/1981;Private;Doctorate;Never Married; Female;28;8737;1941;true;Others, Seat
lcarillo1w;Italy;12/26/1985;Private;Bachelors;Married; Female;38;6294;1833;true;Others, BMW
tflament1x;Germany;04/08/1982;Public;Bachelors;Married; Male;27;3084;1325;true;Others, Others
mslaughter1y;France;9/18/1986;Private;Masters;Married; Male;8,5;8120;407;false;iPhone, Others
gdhooghe1z;Spain;11/09/1982;Self Employed;Bachelors;Divorced; Male;19,5;4198;645;false;iPhone, Honda
ocosti20;Spain;02/09/1991;Private;Doctorate;Married; Male;8;6058;430;false;Iphone, Ford
vflude21;France;7/21/1971;Private;Doctorate;Married; Male;40;5839;1506;true;Iphone, Seat
iierland22;Spain;4/26/1975;Self Employed;Bachelors;Married; Male;4,5;4970;464;false;iPhone, Non
sbowering23;Portugal;2/28/1988;Unknown;Bachelors;Never Married; Male;22;18333;1134;true;iPhone, Others
dvero24;Germany;03/04/1985;Unknown;Bachelors;Never Married; Female;12,5;4699;319;false;iPhone, BMW
gmeindl25;Italy;9/26/1972;Public;High School;Never Married; Male;28;60738;3506;true;iPhone, Non
jfrawley26;France;12/03/1980;Public;Masters;Married; Male;30,5;5779;1991;true;Samsung, Others
gtedman27;Spain;4/20/1974;Public;Doctorate;Married; Male;24;9213;971;true;Iphone, Others
plexa28;Italy;07/11/1976;Self Employed;High School;Never Married; Female;29,5;28664;4396;true;iPhone, Volkswagen
hbridgstock29;France;4/30/1987;Public;High School;Married; Male;23,5;44811;2364;false;iPhone, BMW
mjukes2a;Germany;4/23/1979;Self Employed;Bachelors;Married; Female;16;9947;401;false;Others, Honda
tparker2b;France;02/11/1974;Self Employed;Bachelors;Never Married; Male;22;43040;3424;true;Others, Audi
msprasen2c;Portugal;5/26/1987;Public;Doctorate;Married; Female;26,5;4824;1913;true;Samsung, Others
abuick2d;Spain;2/20/1984;Self Employed;High School;Married; Male;22;3154;1360;false;Samsung, Audi
lvasyutin2e;Italy;08/05/1974;Private;Bachelors;Married; Male;32;5663;1232;false;Samsung, Audi
lneicho2f;Italy;07/06/1976;Public;Bachelors;Separated; Male;38;7513;1447;false;Iphone, Audi
fsillett2g;Portugal;01/04/1980;Unknown;Bachelors;Divorced; Female;10;3406;448;false;iPhone, Seat
cbrinkley2h;Germany;2/15/1977;Unknown;Bachelors;Married; Male;24;9190;1125;false;iPhone, Seat
sgiacobbinijacob2i;France;03/05/1990;Public;Bachelors;Divorced; Male;38;4651;1862;true;Others, Honda
jalders2j;Germany;7/16/1978;Private;High School;Married; Male;38,5;6246;1644;false;Others, Audi
gmcrill2k;Spain;09/05/1979;Unknown;Bachelors;Married; Male;23,5;8296;708;false;Iphone, Others
crathborne2l;Portugal;07/01/1985;Private;Bachelors;Married; Male;22,5;6358;636;false;iPhone, Others
btriplett2m;Spain;09/04/1984;Self Employed;Bachelors;Divorced; Male;34;3428;1308;false;iPhone, Audi
mparell2n;France;8/14/1970;Private;High School;Married; Male;31,5;82636;2958;false;iPhone, Honda
fsterte2o;Spain;1/22/1981;Private;High School;Married; Male;37,5;8833;1371;false;iPhone, Volkswagen
lgehrels2p;Spain;10/23/1980;Public;Doctorate;Separated; Female;33,5;5644;1613;false;iPhone, Ford
mrubenovic2q;Spain;01/06/1986;Unknown;Bachelors;Married; Male;19;3527;1441;false;Iphone, Non
cost2r;France;4/24/1986;Self Employed;High School;Divorced; Male;39;8590;1315;false;Others, Others
agarr2s;Germany;8/16/1977;Self Employed;High School;Separated; Female;30;5628;1418;false;iPhone, Seat
jbiddiss2t;France;05/02/1974;Public;High School;Married; Male;22,5;7052;949;false;Iphone, Honda
losbiston2u;Italy;10/23/1972;Private;Doctorate;Married; Female;33,5;90809;5413;false;Others, Others
cmogie2v;Spain;06/04/1987;Private;Bachelors;Divorced; Male;18,5;6636;606;false;Others, Others
mbeauly2w;Germany;7/27/1987;Public;Bachelors;Married; Male;38,5;6753;1175;true;iPhone, Others
jtokley2x;Germany;5/29/1985;Self Employed;Bachelors;Married; Male;25,5;37124;5035;true;Samsung, Others
skemm2y;Germany;02/01/1975;Self Employed;Masters;Divorced; Male;9;5733;372;true;Iphone, Ford
jdaltrey2z;Spain;10/20/1973;Public;Bachelors;Never Married; Female;38;98883;6932;true;iPhone, BMW
sdemogeot30;Portugal;7/24/1978;Public;Bachelors;Married; Male;22;3940;1455;true;Iphone, Others
rsnowman31;Spain;07/09/1978;Unknown;Bachelors;Married; Male;21,5;4689;1968;false;Iphone, Honda
wgasparro32;Spain;06/07/1979;Self Employed;Bachelors;Married; Male;22,5;53621;3620;false;iPhone, Honda
tbernath33;France;9/29/1978;Public;Doctorate;Married; Female;31,5;9644;1388;false;Iphone, Others
cborton34;Italy;9/24/1976;Self Employed;Doctorate;Married; Female;32,5;6960;1144;false;iPhone, Others
agorey35;Germany;02/04/1978;Unknown;High School;Never Married; Female;25,5;4591;1134;true;Others, Others
rlydiate36;Portugal;12/27/1982;Private;High School;Married; Male;38,5;3706;1015;false;Samsung, BMW
fraund37;France;03/01/1987;Unknown;Bachelors;Married; Female;17,5;6698;1196;true;Samsung, Non
rbezley38;Germany;7/24/1987;Public;Masters;Never Married; Male;29;4847;1880;true;iPhone, Others
cdumbelton39;Germany;11/21/1970;Unknown;Bachelors;Married; Female;40;8268;526;false;Samsung, Ford
rdarwen3a;Spain;5/16/1989;Public;High School;Divorced; Female;34;9927;1042;true;Iphone, Others
mrouke3b;France;07/07/1979;Public;High School;Married; Male;23;3501;1696;false;iPhone, Volkswagen
hannandale3c;Germany;12/26/1977;Private;Masters;Divorced; Female;30,5;4315;1218;true;iPhone, Others
hvasey3d;Germany;09/06/1987;Self Employed;High School;Never Married; Female;38;9165;803;true;iPhone, Ford
kbouda3e;Germany;8/30/1984;Self Employed;High School;Married; Male;25;9698;852;true;iPhone, Others
jperrot3f;Germany;5/25/1985;Self Employed;Bachelors;Married; Male;31;5096;1477;false;Samsung, Others
cvedyasov3g;Germany;4/20/1980;Self Employed;Doctorate;Never Married; Female;16;7467;454;true;iPhone, Others
dcheesley3h;Portugal;11/16/1980;Self Employed;Masters;Married; Male;21;6039;1763;false;iPhone, Audi
wshrimpton3i;Italy;02/11/1973;Unknown;Bachelors;Never Married; Female;19;6780;1066;false;iPhone, Others
rallibon3j;Portugal;06/11/1990;Private;Bachelors;Never Married; Male;30;13444;1148;false;Samsung, Non
ikennedy3k;France;09/04/1975;Unknown;Bachelors;Never Married; Female;29;7393;1430;false;iPhone, Honda
elapwood3l;Italy;08/02/1974;Self Employed;High School;Married; Male;20,5;9414;1723;false;Samsung, Others
hdecruze3m;Germany;9/16/1974;Public;Bachelors;Never Married; Female;25;6222;1124;false;iPhone, Non
mduff3n;Germany;4/19/1978;Private;Bachelors;Married; Female;33,5;19076;1500;false;Samsung, Volkswagen
ioloinn3o;Germany;2/19/1972;Unknown;High School;Married; Female;24,5;49775;5682;false;Iphone, Seat
calexander3p;Portugal;9/14/1970;Self Employed;Doctorate;Married; Female;32;3042;1468;false;Samsung, Others
tbeel3q;France;3/15/1988;Public;Bachelors;Divorced; Male;14;5319;499;false;Samsung, Volkswagen
mmole3r;Italy;04/05/1978;Unknown;Bachelors;Never Married; Female;13,5;3964;467;false;Samsung, Others
ametrick3s;Portugal;6/26/1977;Self Employed;Bachelors;Divorced; Female;22;7909;1433;true;Samsung, Others
sdivine3t;Italy;8/23/1971;Unknown;Masters;Married; Female;12,5;6327;497;false;Others, Non
hedes3u;Spain;8/27/1981;Unknown;Doctorate;Divorced; Female;16,5;7093;1228;false;iPhone, Honda
ngemeau3v;Spain;02/07/1986;Public;Bachelors;Married; Male;13;8982;366;true;iPhone, BMW
agoadsby3w;France;11/19/1986;Private;Bachelors;Separated; Female;37;8517;1060;false;Samsung, Non
aspeake3x;Spain;06/11/1975;Public;Bachelors;Married; Male;37,5;16522;1827;false;Samsung, Ford
fsammut3y;Spain;12/13/1974;Private;Masters;Married; Female;36;4455;1077;true;Samsung, Honda
mmaycey3z;France;9/23/1973;Self Employed;Bachelors;Divorced; Female;16,5;8216;1208;false;iPhone, Seat
ogarlant40;Spain;1/26/1986;Private;Bachelors;Divorced; Male;14,5;6446;397;true;iPhone, Ford
aklee41;Spain;1/26/1976;Self Employed;Bachelors;Divorced; Male;17;9911;822;true;Samsung, Ford
zcollip42;France;5/17/1985;Private;Masters;Married; Female;9,5;4855;364;true;Others, Non
fjesteco43;Portugal;7/30/1971;Private;Masters;Divorced; Male;21,5;5952;1539;true;Samsung, Audi
bmitchenson44;Spain;12/22/1973;Unknown;Doctorate;Married; Male;30;68532;3497;false;iPhone, Non
lkillingbeck45;France;2/13/1986;Self Employed;Bachelors;Divorced; Male;22,5;5573;1419;false;Samsung, Others
jglassborow46;Italy;4/23/1975;Private;Bachelors;Married; Male;36,5;3515;594;true;Samsung, BMW
jgrishakin47;Germany;5/16/1976;Public;Bachelors;Married; Male;35;9514;1588;true;iPhone, Others
lethelston48;Portugal;12/28/1988;Self Employed;Bachelors;Married; Male;19;13497;1593;true;Samsung, Non
aloades49;Germany;5/18/1984;Unknown;Bachelors;Separated; Male;25;5247;902;false;Others, Others
bayris4a;France;11/11/1989;Private;High School;Married; Female;30,5;8598;1776;false;Others, Audi
severwin4b;France;03/02/1976;Self Employed;Masters;Married; Male;30,5;4316;1448;false;Samsung, Others
ceplett4c;Germany;12/11/1989;Unknown;Bachelors;Divorced; Male;19,5;22040;3233;false;Samsung, Others
stiesman4d;Germany;11/25/1984;Private;Masters;Married; Male;18;6744;1551;true;Samsung, Others
rglennie4e;Germany;01/08/1985;Unknown;Bachelors;Married; Male;29,5;88613;2476;false;Samsung, Others
edakers4f;Spain;8/24/1985;Public;High School;Married; Male;29,5;43066;5208;false;iPhone, Others
adallimore4g;Germany;8/22/1986;Self Employed;Bachelors;Separated; Male;36,5;6346;1243;false;iPhone, Seat
wscanlan4h;Italy;02/12/1983;Unknown;Masters;Married; Female;23,5;80036;2365;false;iPhone, Non
lstinton4i;France;12/30/1984;Private;Bachelors;Married; Male;33;5464;1848;false;iPhone, Volkswagen
cmcgowing4j;Portugal;06/11/1989;Public;Bachelors;Married; Male;37,5;19548;877;false;Samsung, Others
cstoacley4k;France;2/26/1991;Self Employed;Bachelors;Married; Female;26;6767;1510;true;Iphone, Ford
nmcevay4l;Germany;03/08/1982;Unknown;Bachelors;Divorced; Female;18,5;18976;1932;true;Samsung, Seat
fguidera4m;Portugal;10/04/1979;Public;Bachelors;Married; Male;4,5;8933;457;false;Iphone, Others
ghabergham4n;France;01/01/1980;Unknown;High School;Married; Male;38;7323;1737;false;iPhone, Others
rpaffley4o;Italy;11/07/1979;Private;High School;Married; Male;40;5345;1103;false;Iphone, Others
rvawton4p;France;04/02/1973;Self Employed;Bachelors;Married; Female;24;6671;590;true;iPhone, Others
bbedells4q;France;7/15/1972;Private;Masters;Married; Male;32,5;5008;1734;true;Samsung, BMW
jdavy4r;Italy;2/26/1977;Private;High School;Married; Female;33,5;6936;1916;false;Iphone, Others
mgyver4s;Germany;02/03/1982;Public;Masters;Married; Male;34,5;4666;1625;false;iPhone, Others
lormerod4t;Portugal;1/28/1977;Self Employed;High School;Separated; Male;34,5;6272;720;false;Samsung, Seat
dcord4u;Italy;09/01/1977;Public;Masters;Married; Male;38;8832;649;false;Others, Others
mhorsley4v;Spain;9/23/1970;Public;Masters;Married; Female;29;4217;515;false;iPhone, Seat
drealff4w;Germany;1/31/1979;Private;High School;Never Married; Male;27;7886;1555;true;Others, Non
fwyer4x;France;8/13/1973;Unknown;High School;Married; Female;22,5;9252;1981;true;iPhone, Others
gsaltmarshe4y;Spain;8/17/1973;Private;Bachelors;Divorced; Male;15;7726;303;true;iPhone, Others
cwhitaker4z;Portugal;11/13/1976;Public;High School;Married; Male;20,5;99906;5309;false;Iphone, Ford
tbinyon50;Germany;07/09/1987;Public;Bachelors;Married; Female;29,5;7579;1354;false;Samsung, BMW
ecarder51;France;7/26/1989;Self Employed;Bachelors;Divorced; Male;25;9638;1375;false;Iphone, Honda
cculvey52;Germany;10/06/1983;Unknown;Doctorate;Married; Male;23;9940;986;false;Samsung, Others
aklimek53;Italy;03/02/1971;Unknown;Bachelors;Married; Male;21;5438;875;true;iPhone, Others
cloomis54;Germany;08/04/1973;Self Employed;High School;Separated; Male;13,5;8576;492;false;iPhone, Others
bbeaumont55;Germany;5/28/1990;Self Employed;Bachelors;Never Married; Male;40;8144;1436;false;iPhone, Others
srickardes56;Germany;1/13/1980;Public;High School;Married; Male;32;33097;4334;false;iPhone, Audi
cpalk57;Germany;10/24/1985;Public;Bachelors;Married; Male;40;7163;1334;false;iPhone, Volkswagen
dpenquet58;Spain;12/04/1985;Unknown;Bachelors;Married; Male;33,5;4847;1807;true;iPhone, Audi
dtinton59;Germany;2/17/1990;Self Employed;High School;Married; Female;28,5;8824;508;false;iPhone, Honda
mprice5a;Germany;6/28/1979;Self Employed;Bachelors;Married; Male;31,5;14198;764;true;Samsung, Audi
frenton5b;Portugal;7/29/1976;Public;High School;Married; Female;35;9368;516;false;Samsung, Non
mbyre5c;Portugal;12/05/1979;Unknown;Masters;Divorced; Female;20;9679;1989;false;iPhone, Others
tbletcher5d;Germany;10/15/1976;Self Employed;High School;Married; Male;40;8844;1547;true;iPhone, Non
ddye5e;Italy;6/14/1988;Public;Masters;Married; Male;17,5;7440;1168;true;Others, Others
ginglish5f;Spain;05/01/1984;Unknown;High School;Married; Male;19,5;49311;4807;true;Others, Non
plinneman5g;Germany;07/03/1978;Public;High School;Married; Male;24,5;7385;1011;false;iPhone, Seat
tbizley5h;Germany;03/06/1986;Private;Masters;Married; Female;32;8258;1417;true;iPhone, Others
cmcclosh5i;Spain;01/12/1975;Unknown;High School;Married; Female;22;7887;1136;false;Iphone, Others
ehamlett5j;Spain;11/12/1980;Unknown;Doctorate;Divorced; Male;34;3293;1614;false;Samsung, Seat
lverillo5k;Spain;8/22/1984;Public;High School;Married; Male;34;58001;6060;false;Samsung, Audi
cthunders5l;Spain;11/29/1982;Public;Masters;Never Married; Male;24,5;7100;980;false;iPhone, Non
dromao5m;France;6/14/1980;Public;Bachelors;Married; Female;16,5;10945;1032;true;iPhone, Seat
rpilling5n;Italy;2/15/1991;Unknown;High School;Never Married; Female;35;5982;715;false;iPhone, BMW
ajaqueminet5o;Italy;11/22/1978;Private;Bachelors;Married; Female;23;6888;1397;false;Others, Others
dsimonassi5p;Portugal;12/20/1973;Private;Doctorate;Never Married; Female;39,5;9400;1954;false;Samsung, Honda
lbrewse5q;Portugal;12/21/1978;Unknown;Bachelors;Separated; Male;10,5;4678;335;false;Samsung, Others
tcoil5r;Spain;12/21/1978;Private;Doctorate;Married; Female;28;7117;710;true;iPhone, Ford
pmumm5s;Spain;11/09/1989;Unknown;High School;Married; Male;39,5;8949;654;true;Samsung, Ford
faskham5t;Spain;03/07/1988;Private;Doctorate;Married; Male;31,5;3545;659;false;Samsung, Non
reseler5u;Spain;12/19/1986;Self Employed;Masters;Never Married; Female;34;8064;895;true;Samsung, Ford
atozer5v;Portugal;12/13/1989;Private;High School;Separated; Female;17;8241;1313;true;iPhone, Others
kleadley5w;Germany;12/13/1980;Private;Bachelors;Married; Male;23;4673;1170;false;iPhone, Seat
ssandsallan5x;Spain;07/06/1971;Unknown;Bachelors;Divorced; Male;30,5;3757;905;false;iPhone, Others
mthoumasson5y;Portugal;06/06/1983;Self Employed;Masters;Never Married; Male;31;9139;1143;true;Samsung, Others
rclayhill5z;Spain;10/21/1976;Self Employed;Bachelors;Married; Male;35;5135;874;false;Iphone, Honda
nlongley60;France;06/10/1980;Self Employed;High School;Separated; Female;24;6465;1574;false;iPhone, Non
sdudney61;Italy;6/21/1972;Self Employed;Bachelors;Married; Male;14,5;8559;460;false;Iphone, Audi
nblowne62;Germany;12/19/1975;Self Employed;High School;Married; Female;32,5;5839;1350;true;Samsung, Volkswagen
